2008,1,1,2,656,700,818,832,AS,399,N754AS,82,92,64,-14,-4,PSP,SFO,421,10,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1900,1833,2101,2043,AS,375,N767AS,121,130,98,18,27,SJC,SEA,697,7,16,0,,0,0,0,0,0,18
2008,1,1,2,1223,1225,1438,1436,AS,378,N794AS,135,131,107,2,-2,SEA,SFO,679,7,21,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1210,1152,1455,1417,AS,686,N755AS,165,145,135,38,18,SEA,LAS,866,9,21,0,,0,0,0,38,0,0
2008,1,1,2,1414,1352,1521,1459,AS,332,N767AS,67,67,42,22,22,GEG,SEA,224,11,14,0,,0,22,0,0,0,0
2008,1,1,2,938,945,1157,1153,AS,394,N779AS,139,128,110,4,-7,SEA,SJC,697,6,23,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1816,1817,1904,1910,AS,33,N799AS,48,53,40,-6,-1,ADQ,ANC,252,4,4,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1331,1335,1654,1625,AS,62,N785AS,143,110,115,29,-4,KTN,SEA,680,5,23,0,,0,0,0,29,0,0
2008,1,1,2,1801,1753,2024,2041,AS,195,N784AS,203,228,183,-17,8,SEA,ANC,1449,4,16,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1236,1233,1432,1440,AS,339,N779AS,116,127,97,-8,3,SJC,SEA,697,6,13,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2037,2015,2226,2205,AS,67,N708AS,109,110,80,21,22,JNU,ANC,571,3,26,0,,0,0,0,0,0,21
2008,1,1,2,2021,2025,2214,2218,AS,310,N782AS,113,113,92,-4,-4,PDX,SFO,550,5,16,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,710,715,826,849,AS,355,N767AS,76,94,58,-23,-5,SNA,OAK,371,4,14,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1701,1701,1941,2005,AS,227,N797AS,160,184,138,-24,0,SAN,SEA,1050,7,15,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,549,600,649,711,AS,62,N785AS,60,71,45,-22,-11,FAI,ANC,261,4,11,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2115,2123,2349,2357,AS,466,N779AS,154,154,137,-8,-8,SEA,ONT,956,3,14,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1925,1935,2206,2155,AS,500,N771AS,161,140,144,11,-10,PDX,SNA,859,3,14,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1206,1210,1317,1312,AS,355,N767AS,71,62,35,5,-4,SEA,GEG,224,5,31,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1851,1900,2122,2156,AS,431,N780AS,151,176,136,-34,-9,SNA,SEA,978,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1714,1722,1830,1857,AS,685,N794AS,76,95,63,-27,-8,PSP,SFO,421,6,7,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2140,2137,2358,12,AS,445,N622AS,138,155,125,-14,3,ONT,SEA,956,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1947,1952,2120,2137,AS,70,N799AS,93,105,80,-17,-5,ANC,JNU,571,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1820,1809,2050,2043,AS,670,N796AS,150,154,128,7,11,SEA,LAS,866,6,16,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1917,1855,2300,2227,AS,578,N754AS,163,152,133,33,22,SEA,DEN,1024,7,23,0,,0,4,0,11,0,18
2008,1,1,2,1555,1528,1833,1815,AS,467,N754AS,158,167,135,18,27,PSP,SEA,987,9,14,0,,0,2,0,0,0,16
2008,1,1,2,1759,1805,2025,2101,AS,395,N791AS,146,176,130,-36,-6,SNA,SEA,978,7,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1627,1627,1836,1855,AS,369,N771AS,129,148,117,-19,0,PSP,PDX,873,2,10,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1416,1415,1533,1543,AS,425,N780AS,77,88,59,-10,1,SNA,OAK,371,6,12,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1203,1205,1302,1255,AS,62,N785AS,59,50,40,7,-2,SIT,KTN,183,3,16,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1538,1500,1807,1738,AS,693,N755AS,149,158,126,29,38,LAS,SEA,866,8,15,0,,0,0,0,0,0,29
2008,1,1,2,604,615,816,827,AS,236,N760AS,132,132,105,-11,-11,SEA,SFO,679,8,19,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1515,1516,1636,1639,AS,378,N794AS,81,83,66,-3,-1,SFO,PSP,421,4,11,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,802,805,939,929,AS,256,N775AS,97,84,58,10,-3,SFO,LAX,337,13,26,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,806,811,956,958,AS,62,N785AS,110,107,97,-2,-5,ANC,JNU,571,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,558,600,818,850,AS,81,N799AS,200,230,175,-32,-2,SEA,ANC,1449,5,20,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1905,1900,2000,2005,AS,69,N755AS,115,125,92,-5,5,SEA,KTN,680,5,18,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1616,1610,1840,1833,AS,540,N713AS,144,143,133,7,6,PDX,SAN,933,2,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,740,745,957,1014,AS,408,N788AS,137,149,125,-17,-5,PDX,SNA,859,3,9,0,,0,NA,NA,NA,NA,NA
